form_id,field_id,Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
398.0,106.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,9. Rate how well your manager communicates.,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,Tertiary: Get Real,"Primary: Communication, Leadership; Secondary: Execution"
398.0,125.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,105.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,"10. Rate your managerâ€™s effectiveness, transparency, and consistency with decision-making.",-,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.5,1.0,0.5,Secondary: Be Intentional,"Primary: Leadership; Secondary: Communication, Execution; Tertiary: Accountability"
398.0,126.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,109.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,11. Rate how well your manager recognizes you.,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,127.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,108.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,12. Rate how well your manager provides affirmations to you.,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,128.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,107.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,13. Rate how well your manager displays respect for you.,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,129.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,111.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,14. Rate how well your manager shows appreciation for you.,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,130.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
398.0,110.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,15. Rate how responsive your manager is to feedback.,-,0.5,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.5,Secondary: Get Real,"Primary: Communication, Leadership; Secondary: Execution; Tertiary: Alignment"
398.0,131.0,scott-gusso,24 - Course - Topic : Interactive 360 Performance Review Tool,Untitled,-,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,Tertiary: Get Real,"Primary: Leadership; Secondary: Communication, Execution"
